doc_id,hgv_id,tm_id,ddb_hybrid,filename,title,summary,date_text,date_year_approx,provenance,language,genre,transcription_text,translation_text,has_translation
berenike.apis.169,89195,89195,o.berenike;2;169,berenike.apis.169,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Ostraka; Quintanensis,,"Sarapion son of Kas[ios to NN], greetings. <Dispatch> for Peteamo[unis ?] bags . . .",True
berenike.apis.17,70794,70794,o.berenike;1;17,berenike.apis.17,Order from Sosibios to Andouros,Remains of a customs pass for wine exportation.,33 - 70 A.D.?,51.0,Roman dump at Berenike.,grc,Ostraca; Order; Customs; Wine; Export,,"""Sosibios to Andouros, greetings. Let pass ladikena 17 in number.",True
berenike.apis.170,89196,89196,o.berenike;2;170,berenike.apis.170,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Ostraka; Quintanensis,,"Sarap[ion son of Kasios] to Pakoibis, greetings. Dispatch [for NN] 73 bags. Signed.",True
berenike.apis.171,89197,89197,o.berenike;2;171,berenike.apis.171,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Ostraka; Quintanensis,,"Sarapion son of K[asios to NN, greetings.] Dispatch for Petech[ ?] bags . . .",True
berenike.apis.172,89197,89197,o.berenike;2;171,berenike.apis.172,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Ostraka; Quintanensis,,"[Sarapion] son of Kas[ios to NN, greetings.] Dispatch for Pa[koibis son of P]akoibis . . . 160. Signed.",True
berenike.apis.173,89199,89199,o.berenike;2;173,berenike.apis.173,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Ostraka; Quintanensis,,"(1 h.) Sarapion son of Kasios to Pakoibis, greetings. Dispatch for Pakoibis son of the same, grandson of Automallos, 21 bags. Signed. (2 h.) Month of Sebastos 24.",True
berenike.apis.174,89200,89200,o.berenike;2;174,berenike.apis.174,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Ostraka; Quintanensis,,"[Sarapion son of Kasios to P]akobis, greetings. [Dispatch for NN] 68 bags . . .",True
berenike.apis.175,89201,89201,o.berenike;2;175,berenike.apis.175,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Ostraka; Quintanensis,,"Sarapion [son of Kasios to NN], greetings. Dispatch for Psen[ . . . ?] bags . . .",True
berenike.apis.176,89202,89202,o.berenike;2;176,berenike.apis.176,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Ostraka; Quintanensis,,"Sarapion son of Kas[ios to NN, greetings.] Dispatch for Petech[ . . .",True
berenike.apis.177,89203,89203,o.berenike;2;177,berenike.apis.177,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Ostraka; Quintanensis,,"(1 h.) Sarapion son of Kasios to Pakoibis, greetings. Dispatch for Senpsenamounis 107 double bags. I have signed. (2 h.) Month of Sebastos 24.",True
berenike.apis.178,89204,89204,o.berenike;2;178,berenike.apis.178,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Ostraka; Quintanensis,,"(1 h.) Sarapion son of Kasios to Pa[koibis, greetings.] Dispatch for Psentphous . . bags. Signed. (2 h.) Month of Sebastos [24?]",True
berenike.apis.179,89205,89205,o.berenike;2;179,berenike.apis.179,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Ostraka; Quintanensis,,"[Sarapion] son of Kasios [to NN, greetings. Dispatch for P]akoibis . . .",True
berenike.apis.18,70795,70795,o.berenike;1;18,berenike.apis.18,Order from Sosibios to Andouros,Remains of a customs pass for wine exportation.,33 - 70 A.D.?,51.0,Roman dump at Berenike.,grc,Ostraca; Order; Customs; Wine; Export,,"""Sosibios to Andouros, greetings. Let pass for Psenonesis, son of Pabos, 6 keramia of Italian wine.""",True
berenike.apis.180,89206,89206,o.berenike;2;180,berenike.apis.180,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Ostraka; Quintanensis,,"[Sarapio]n son of Kasios to Pakoibis, [greetings. Dispatch for Pse]nosiris son of Senouphis . . .",True
berenike.apis.181,89207,89207,o.berenike;2;181,berenike.apis.181,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Wine; Quintanensis; Ostraka,,"[Sarapio]n son of Kasios . . [ . . . greetings.] Dispatch for [Pakoi]bis son of Pa[ . . . ] six keramia of pol( ) wine, (i.e.,) 6. [Ep]eiph 11.",True
berenike.apis.182,89208,89208,o.berenike;2;182,berenike.apis.182,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Ostraka; Quintanensis,,"(1 h.) Sarapion son of Kasios to P[akoibis], greetings. Dispatch for Petearoueris son of Er--, 5 bags. Signed. (2 h.) Month of Sebastos 24.",True
berenike.apis.183,89209,89209,o.berenike;2;183,berenike.apis.183,Order to Dispatch,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Wine; Quintanensis; Ostraka,,"Sarapio[n son of Kasios to NN], greetings. Dispatch for Pet[ . . . ] 3 keramia of pol( ) [wine] . . . Abdoubas[ . . . ]",True
berenike.apis.184,89210,89210,o.berenike;2;184,berenike.apis.184,"Letter from Epaphroditos slave of Delias to Pakoibis, Quintanensis",Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike,grc,Order; Customs; Wine; Quintanensis; Ostraka,,"Epaphroditos slave of Delias of Aeimnestos slave of Caesar to Pakoibis, quintanensis, greetings. Let pass for those coming bearning orders to you, of those of Delias, keramia of wine . . .",True
berenike.apis.185,89211,89211,o.berenike;2;185,berenike.apis.185,Blank Order Form from Epaphroditos to Pakoibis,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Wine; Ostraka; Quintanensis,,"Epaphroditos slave of Delias slave of Aeimnestos slave of Caesar, to Pakoibis quintanensis, greetings. Let pass for (blank) of those of Delias slave of Aeimnestos slave of Caesar, (blank) keramia of . . . wine.",True
berenike.apis.186,89212,89212,o.berenike;2;186,berenike.apis.186,Blank Order Form from Epaphroditos to Pakoibis,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Wine; Ostraka; Quintanensis,,"Epaphroditos slave of Delias slave of Aeimnestos slave of Caesar, to Pakoibis quintanensis, greetings. Let pass for (blank) of those of Delias slave of Aeimnestos slave of Caesar, (blank) keramia of Ptolemaic wine.",True
berenike.apis.187,89213,89213,o.berenike;2;187,berenike.apis.187,Blank Order Form from Epaphroditos to Pakoibis,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Wine; Ostraka; Quintanensis,,"Epaphroditos slave of Delias slave of Aeimnestos slave of Caesar, to Pakoibis quintanensis, greetings. Let pass for (blank) of those of Delias slave of Aeimnestos slave of Caesar, (blank) keramia of Ptolemaic wine.",True
berenike.apis.188,89214,89214,o.berenike;2;188,berenike.apis.188,Blank Order Form from Epaphroditos to Pakoibis,Customs Order,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Order; Customs; Wine; Ostraka; Quintanensis,,"Epaphroditos slave of Delias slave of Aeimnestos slave of Caesar, to Pakoibis quinta[nensis], greetings. Let pass for (blank) of those [of Delias] slave of Aeimnestos slave of C[aesar], (blank) keramia of . . . wine.",True
berenike.apis.189,89215,89215,o.berenike;2;189,berenike.apis.189,Letter of Samanetos to Amphiomis,Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Camel; Cameleers; Ostraka,,,False
berenike.apis.19,70796,70796,o.berenike;1;19,berenike.apis.19,Order from Sosibios to Andouros,Remains of a customs pass for wine exportation.,33 - 70 A.D.?,51.0,Roman dump at Berenike.,grc,Ostraca; Order; Customs; Wine; Export,,"""Sosibios to Andouros, greetings. Let pass for NN 6 italika of wine.""",True
berenike.apis.190,89216,89216,o.berenike;2;190,berenike.apis.190,Letter,Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Quintana; Tax; Taxes; Ostraka,,(10-12) . . . you know that I am not neglectful.,True
berenike.apis.191,89217,89217,o.berenike;2;191,berenike.apis.191,Letter to Antonios,Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Water; Ostraka,,"[NN to An]tonius [his son?], greetings. Having received the skin of water, [now?] I want . . .",True
berenike.apis.192,89218,89218,o.berenike;2;192,berenike.apis.192,Letter,Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Camel; Cameleers; Ostraka; Army,,O.Ber. II 192,True
berenike.apis.193,89219,89219,o.berenike;2;193,berenike.apis.193,Business Letter from Herennios to Satornilos,Business Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Business; Ostraka; Slaves; Clothing,,"Herennios to Satornilus, his brother and lord, many greetings. Please give to Stichus the slave of Narcissus his little shield and collected from him the two shirts (?) and the incense on which he agreed with me. There will be loaves on the ninth. Concerning the food for NN, deliver it at whatever price you wish. But if a surplus . . .",True
berenike.apis.194,89220,89220,o.berenike;2;194,berenike.apis.194,Letter of Trophilos,Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Ostraka,,,False
berenike.apis.195,89221,89221,o.berenike;2;195,berenike.apis.195,Business Letter from Herennios to Satornilos,Business Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,,,"Herennius to Satornilus his dearest, greetings. I certainly received your ostrakon. Concerning the cats, Ourses is taking care of them in accordance with what I also wrote to you on another occasion. And now look again, what do you think about the roses for 200 dr. and 180 dr., inquiring also about the transport costs? If your she-donkey has got better, come by night, so that you may go down to get the transport money. Do not be concerned about your wood. If you find a good tree-trunk [by the finger?], I'll take it. I sold . . . not having anywhere to put it (?) . . . Don't worry . . .",True
berenike.apis.196,89222,89222,o.berenike;2;196,berenike.apis.196,Business Letter?,Business Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Cats; Ostraka,,,False
berenike.apis.197,89223,89223,o.berenike;2;197,berenike.apis.197,Letter,Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Ostraka,,,False
berenike.apis.198,89224,89224,o.berenike;2;198,berenike.apis.198,Letter from Capito to Netios,Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Lawsuits; Visits; Ostraka,,"Capito to Netios his brother, greetings. First of all I thought it necessary to greet you by letter. Since you were not planning to go off for a lawsuit, I ask you, brother, to take care . . . a storage jar and a ladikenon jar for water, and . . . You say that your brother is coming and together with you . . . so that we may settle together. For I heard also that you are sailing in. I was delighted, then, that he is coming with you.",True
berenike.apis.199,89225,89225,o.berenike;2;199,berenike.apis.199,Letter of Serapous to his mother,Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Ostraka,,"Serapous to Aph[rod( )], his own mother and [lady?, many] greetings. I want [you to know that] I received . . .",True
berenike.apis.2,70779,70779,o.berenike;1;2,berenike.apis.2,Order from Sosibios to Andouros,Remains of a customs pass for wine exportation.,33 - 70 A.D.?,51.0,Roman dump at Berenike,grc,Ostraca; Order; Customs; Wine; Export,,"""Sosibios to Peisitheos and Andouros, greetings. Let pass for Paniskos, son of Porcheus 1- italika of wine.""",True
berenike.apis.20,70797,70797,o.berenike;1;20,berenike.apis.20,Order from Sosibios to Andouros,"Remains of a customs pass for sundry items, among them probably wine.",33 - 70 A.D.?,51.0,Roman dump at Berenike.,grc,Ostraca; Order; Customs; Wine; Export,,"""Sosibios to Andouros, greetings. Let pass for Sarapion, son of Kastor, -- Ptolemai(ti)c monthly provisions, -- ladikena, and ... and 10 Rhodian monthly provisions.""",True
berenike.apis.200,89226,89226,o.berenike;2;200,berenike.apis.200,Letter to Zeno,Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Ostraka,,,False
berenike.apis.201,89227,89227,o.berenike;2;201,berenike.apis.201,Letter from Papiris,Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Ostraka,,,False
berenike.apis.2016-0001,,641931,,berenike.apis.2016-0001,Prose text of unknown type,"Prose text, unknown content.",1st c. AD,50.0,Berenike,grc,,,,False
berenike.apis.202,89228,89228,o.berenike;2;202,berenike.apis.202,"Letter of Julius Marinus, centurion",Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Army; Officer; Centurion; Ostraka,,,False
berenike.apis.203,89229,89229,o.berenike;2;203,berenike.apis.203,Letter,Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Ostraka,,,False
berenike.apis.204,89230,89230,o.berenike;2;204,berenike.apis.204,Letter,Letter,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Letter; Clothing; Ostraka,,,False
berenike.apis.205,89231,89231,o.berenike;2;205,berenike.apis.205,Dekania List,Dekania list,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Dekanos; Dekania; Police; List; Ostraka,,(dekanos) Paminis son of P[eteasmephis]; Komaros son of Haryo[thes]; Antonios [. . .],True
berenike.apis.206,89232,89232,o.berenike;2;206,berenike.apis.206,Dekania Account,Dekania Account,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Account; Dekanos; Dekania; Police; Ostraka,,"(dekanos) Pisiphmois son of P[. . .]; Peteesis son of Paeris [. . .]; Peteharpochrates son of Phiomis, grandson of Phiomis [. . .]; (total), 2 (art.) (of wheat), -- (art.) of barley. Miresis son of Eponychos, 2 (art.). Harmiusis son of Paeris, 5 (art.).",True
berenike.apis.207,89232,89232,o.berenike;2;206,berenike.apis.207,Account,Account,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Account; Wheat; Ostraka,,". . . Paris, son [ . . . ]; Kas, son -- (art.) of wheat; NN (likewise) -- (art.) of wheat; . . .",True
berenike.apis.208,89234,89234,o.berenike;2;208,berenike.apis.208,Account of Money,Account,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Account; Money; Ostraka,,Psesinoys 16 (drachmai); Serapas 10 (drachmai); Phrodei( ) 2 (drachmai).,True
berenike.apis.209,89235,89235,o.berenike;2;209,berenike.apis.209,Account?,Account,A.D. 50 - 75,62.0,This document was discovered in a Roman dump at Berenike.,grc,Account; Ostraka; Wine; Fig; Oil,,,False
berenike.apis.21,70798,70798,o.berenike;1;21,berenike.apis.21,Order from Sosibios to Andouros,Remains of a customs pass for wine exportation.,33 - 70 A.D.?,51.0,Roman dump at Berenike.,grc,Ostraca; Order; Customs; Wine; Export,,"""Sosibios to Andouros, greetings. Let pass for Petarpochrates, son of Pl-- 16 italika of wine, 4 kolophonia.""",True
berenike.apis.210,89236,89236,o.berenike;2;210,berenike.apis.210,Account,Account,A.D. 50 - 75,62.0,This document was discovered in a trench north of the Serapis Temple at Berenike.,grc,Account; Ostraka; Cabbage; Parsley; Tarichos,,"Account: 22nd: of bunch of cabbage, [ ]; of bunch of parsley, (1 obol?). 23rd: of salt fish (or meat), [ ]; of salt fish (or meat), (two obols?); of revenue (?), (three obols); of cabbage, (4 obols); of bread, (2 obols?). 26th: of salt fish (or meat), (2 obols?). 25th: of bread, (2 obols?). 27th: of bread, (2 obols?); of artabas (of wheat?), (2 obols?) . . .",True
